ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
647	16,16,16,17,26	3,3,3,1,1	13,13,20	2,2,1	29	-1
651	4,6,8,3,8	0,0,1,0,0	5,27,4	0,0,0	2269	-1
654	21,25,30,17,23	29894,35845,28826,33610,36532	0,0,0	36,26,1369	41	-1
655	7435,8151,6659,6970,7184	0,0,1,2,0	2,11,518	0,0,0	2	-1
656	7208,8008,6286,6634,6728	0,0,1,2,0	5,6,482	0,0,0	5	-1
657	5469,6380,4903,5033,5259	5696,6523,5276,5369,5715	5,1,383	2,6,419	2	-1
658	2211,2139,1767,2032,2061	0,2,0,0,1	2,7,125	0,0,0	2	-1
659	2707,2698,2187,2545,2593	0,2,0,0,1	1,6,175	0,0,0	5	-1
660	968,1070,804,944,1124	472,511,384,431,592	1,1,76	2,2,26	2	-1
661	1739,1628,1383,1601,1470	0,1,0,0,0	0,5,99	0,0,0	2	-1
662	0,0,0,0,0	5,4,1,13,3	0,2,0	11,33,8	4	-1
663	5,3,5,0,2	2,4,1,1,3	13,13,13	7,8,9	2	-1
664	0,0,0,1,0	0,0,0,0,0	0,0,0	1,1,0	14	-1
665	9,14,5,1,3	2,2,2,1,1	0,1,0	1,5,2	217	-1
670	0,0,0,1,0	5,7,12,3,9	0,3,1	9,33,5	40	-1
671	31,52,37,44,29	6,6,6,7,4	27,41,34	2,2,1	165	-1
673	1,0,0,0,0	4,2,0,2,8	2,2,0	2,10,0	2	-1
674	89,99,87,89,88	0,1,0,1,0	67,79,77	0,0,0	157	-1
675	1,1,1,2,2	1,0,2,3,1	1,1,1	1,1,1	41	-1
676	0,3,0,0,1	0,1,0,0,0	3,1,0	0,0,0	24	-1
678	0,0,1,0,0	0,0,3,3,0	0,0,3	1,2,3	2	-1
680	29,31,27,22,32	2,2,5,0,1	36,83,30	4,2,1	138	-1
682	115,156,180,196,109	11,16,16,19,2	40,93,64	1,6,2	22	-1
683	25,19,21,17,8	4,1,5,9,1	23,20,14	5,3,3	1789	-1
684	2,1,0,2,0	0,2,0,0,0	0,0,2	0,1,0	730	-1
685	2,1,0,2,0	0,0,0,0,0	0,0,2	1,0,0	793	-1
686	0,2,0,0,0	0,0,0,0,0	0,1,0	1,0,0	62	-1
691	0,1,1,3,0	2,5,1,2,3	6,6,5	3,13,4	1900	-1
695	7,28,24,23,19	4,6,6,4,1	8,8,7	2,2,3	127	-1
702	2,3,5,0,0	3,0,6,3,0	0,0,1	6,0,2	2	-1
703	4,2,1,1,3	13,25,25,39,31	2,0,2	14,6,13	61	-1
704	2,3,4,2,8	0,0,2,0,0	3,1,0	0,0,0	146	-1
705	5,6,6,7,8	1,0,0,0,1	12,46,16	0,2,2	49	-1
