ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
670	1,2,0	0,0,0	8,1,2	2,1,0	103	-1
671	3,4,0	0,0,0	17,5,6	1,1,0	103	-1
672	3,4,4	5,12,13	7,1,4	8,9,12	103	-1
673	6,16,14	0,0,0	26,13,25	1,1,0	106	-1
675	7,18,14	3,4,0	26,12,25	11,4,4	106	-1
676	8,38,16	0,1,0	49,16,32	0,0,0	1844	-1
677	12,18,16	2,4,5	29,10,19	3,1,5	56	-1
678	8,33,10	0,2,0	26,16,24	2,0,0	23	-1
686	376,362,371	0,0,0	345,234,246	4,0,0	101	-1
688	62,180,80	3,20,8	157,254,232	6,45,33	226	-1
690	2,1,2	7,15,8	1,0,1	6,6,8	89	-1
691	5,24,5	0,1,0	16,14,9	0,0,0	294	-1
694	3,2,1	0,0,0	3,1,1	0,4,1	113	-1
695	4,6,3	0,1,0	3,2,1	0,0,0	120	-1
696	8,6,1	1,0,0	2,7,7	0,0,1	159	-1
697	13,8,1	1,0,1	3,3,6	0,0,0	97	-1
698	0,1,1	0,1,2	0,0,0	1,1,1	173	-1
699	2,2,3	0,0,0	0,3,2	0,0,1	203	-1
700	9,26,9	2,1,0	13,8,4	1,3,3	88	-1
701	25,40,20	0,0,0	17,27,17	0,0,1	714	-1
702	10,37,19	0,0,0	20,19,13	1,0,0	155	-1
703	0,0,0	4,7,5	2,0,0	5,2,11	69	-1
704	10,13,12	0,0,0	14,15,15	0,0,1	198	-1
713	7,29,14	0,0,0	20,16,19	0,2,0	92	-1
723	5,9,9	4,2,0	22,15,14	0,1,1	150	-1
724	5,11,3	0,1,0	11,7,19	0,0,0	75	-1
725	0,0,0	5,1,1	0,1,0	1,1,7	106	-1
726	9,42,12	0,1,0	27,21,32	0,1,1	136	-1
728	2,5,1	0,12,9	1,2,7	5,17,8	182	-1
732	20,27,13	0,0,0	19,25,13	0,0,1	110	-1
733	0,0,2	0,16,2	0,0,3	9,20,10	103	-1
734	0,0,1	2,2,0	0,0,0	5,10,6	103	-1
736	1,1,0	2,12,3	0,0,0	3,2,4	178	-1
739	1,14,6	0,0,1	6,3,8	0,0,0	50	-1
740	1,10,6	0,0,0	4,3,9	1,0,0	183	-1
744	119,225,112	0,0,0	150,213,192	0,0,1	80	-1
745	154,238,128	0,1,0	185,212,221	0,0,0	94	-1
746	216,272,195	0,1,0	185,168,154	0,0,0	123	-1
749	199,257,210	0,0,0	171,136,137	0,0,1	91	-1
755	0,1,0	0,0,0	0,0,0	0,1,0	82	-1
758	187,240,189	0,0,0	209,180,265	1,0,0	104	-1
759	29,35,46	0,1,2	21,21,20	0,0,0	193	-1
762	10,15,12	21,49,14	11,1,3	26,14,6	56	-1
763	61,121,51	1,1,0	83,64,50	0,2,0	104	-1
764	107,103,104	3,4,4	49,106,81	0,9,2	108	-1
765	11,26,11	0,3,0	16,21,18	1,0,0	124	-1
766	15,26,4	0,1,0	12,12,6	0,0,1	96	-1
770	0,0,0	13,12,14	0,2,0	15,14,9	119	-1
771	11,7,11	10,11,18	6,5,13	9,14,10	80	-1
772	8,5,10	10,11,18	4,4,5	9,14,10	77	-1
775	13,5,9	1,0,0	4,4,9	0,0,0	117	-1
778	1,0,1	0,0,0	1,0,0	2,0,1	26	-1
779	0,4,0	0,0,0	2,3,3	1,0,0	35	-1
780	0,0,1	0,1,0	1,0,4	0,4,2	77	-1
781	141,234,158	0,0,0	198,190,179	1,0,0	77	-1
784	14,13,16	0,0,0	19,14,18	1,0,0	117	-1
785	132,171,134	0,1,0	110,99,87	0,0,0	110	-1
